coop	station_name	country_name	datetime	utc_offset	lat	lon	precip_amt
204104	IRONWOOD	UNITED STATES	2012-04-01 06:00:00	-0600	46.4656	-90.1892	0.0
204150	JACKSON	UNITED STATES	2012-04-01 06:00:00	-0500	42.233333	-84.383333	0.0
204155	JACKSON 3N	UNITED STATES	2012-04-01 06:00:00	-0500	42.2884	-84.4236	0.0
204320	KENT CITY 2 SW	UNITED STATES	2012-04-01 06:00:00	-0500	43.1994	-85.7717	0.0
204328	KENTON	UNITED STATES	2012-04-01 06:00:00	-0500	46.4863	-88.8916	0.0
204502	LAKE CITY EXP FARM	UNITED STATES	2012-04-01 06:00:00	-0500	44.3088	-85.205	0.0
204641	LANSING CAPITAL CITY AP	UNITED STATES	2012-04-01 06:00:00	-0500	42.7761	-84.5997	0.0
205073	MANISTIQUE WWTP	UNITED STATES	2012-04-01 06:00:00	-0500	45.9512	-86.2513	0.0
205184	MARQUETTE WFO	UNITED STATES	2012-04-01 06:00:00	-0500	46.5313	-87.5491	0.0
205567	MONTAGUE 4 NW	UNITED STATES	2012-04-01 06:00:00	-0500	43.4614	-86.4175	0.0
205712	MUSKEGON COUNTY AP	UNITED STATES	2012-04-01 06:00:00	-0500	43.17111	-86.23667	0.0
206215	ONTONAGON	UNITED STATES	2012-04-01 06:00:00	-0500	46.8559	-89.3124	0.0
206300	OWOSSO WWTP	UNITED STATES	2012-04-01 06:00:00	-0500	43.0161	-84.18	0.0
206438	PELLSTON REGIONAL AIRPORT	UNITED STATES	2012-04-01 06:00:00	-0500	45.5644	-84.7927	0.0
207280	SAINT JOHNS	UNITED STATES	2012-04-01 06:00:00	-0500	43.0113	-84.5541	0.0
207366	SAULT STE MARIE SANDERSON FIELD	UNITED STATES	2012-04-01 06:00:00	-0500	46.4794	-84.3572	0.0
207407	SCOTTVILLE 2SE	UNITED STATES	2012-04-01 06:00:00	-0500	43.9331	-86.2453	0.0
207812	STAMBAUGH 2SSE	UNITED STATES	2012-04-01 06:00:00	-0600	46.0555	-88.6275	0.0
207828	STANTON	UNITED STATES	2012-04-01 06:00:00	-0500	43.2908	-85.0922	0.0
208246	TRAVERSE CITY	UNITED STATES	2012-04-01 06:00:00	-0500	44.7686	-85.5763	999.99
208293	TROUT LAKE 1SW	UNITED STATES	2012-04-01 06:00:00	-0500	46.1796	-85.0311	0.0
208417	VANDERBILT 11ENE	UNITED STATES	2012-04-01 06:00:00	-0500	45.1702	-84.4397	0.0
208443	VASSAR	UNITED STATES	2012-04-01 06:00:00	-0500	43.3656	-83.5828	0.0
208680	WATERSMEET FISH HATCHERY	UNITED STATES	2012-04-01 06:00:00	-0600	46.3	-89.08333	0.0
209218	YPSILANTI  E  MICH  U	UNITED STATES	2012-04-01 06:00:00	-0500	42.24694	-83.62555	0.0
210075	ALBERT LEA 3 SE	UNITED STATES	2012-04-01 06:00:00	-0600	43.6064	-93.3019	0.0
210112	ALEXANDRIA MUNICIPAL AP	UNITED STATES	2012-04-01 06:00:00	-0600	45.8679	-95.3941	0.0
210116	ALEXANDRIA WATER TREATMENT PLANT	UNITED STATES	2012-04-01 06:00:00	-0600	45.8966	-95.3657	0.0
210157	AMBOY	UNITED STATES	2012-04-01 06:00:00	-0600	43.8835	-94.1665	0.0
210746	BIG FALLS	UNITED STATES	2012-04-01 06:00:00	-0600	48.1969	-93.7994	0.0
210974	BRECKENRIDGE 3E	UNITED STATES	2012-04-01 06:00:00	-0600	46.3047	-96.5216	0.0
211107	BUFFALO 2NE	UNITED STATES	2012-04-01 06:00:00	-0600	45.1969	-93.8399	0.0
211227	CAMBRIDGE 5ESE	UNITED STATES	2012-04-01 06:00:00	-0600	45.5505	-93.1265	0.0
211250	CAMP NORRIS DNR	UNITED STATES	2012-04-01 06:00:00	-0600	48.61	-95.1816	0.0
211263	CANBY	UNITED STATES	2012-04-01 06:00:00	-0600	44.7184	-96.2696	0.0
212166	DODGE CENTER	UNITED STATES	2012-04-01 06:00:00	-0600	44.0317	-92.8691	0.0
212248	DULUTH INTL AP	UNITED STATES	2012-04-01 06:00:00	-0600	46.8369	-92.1833	0.0
212645	EVELETH WASTE WATER PLANT	UNITED STATES	2012-04-01 06:00:00	-0600	47.4581	-92.5303	0.0
212842	FLOODWOOD 3 NE	UNITED STATES	2012-04-01 06:00:00	-0600	46.9728	-92.87	0.0
212916	FOSSTON 1 E	UNITED STATES	2012-04-01 06:00:00	-0600	47.5639	-95.7246	0.0
212964	FRAZEE	UNITED STATES	2012-04-01 06:00:00	-0600	46.7336	-95.7063	0.0
213202	GOLDEN VALLEY	UNITED STATES	2012-04-01 06:00:00	-0600	44.9907	-93.3989	0.0
213296	GRAND PORTAGE	UNITED STATES	2012-04-01 06:00:00	-0600	47.9711	-89.6908	0.0
213311	GRANITE FALLS	UNITED STATES	2012-04-01 06:00:00	-0600	44.8135	-95.5517	0.0
213411	GULL LAKE DAM	UNITED STATES	2012-04-01 06:00:00	-0600	46.4119	-94.3608	0.0
213417	GUNFLINT LAKE 10 NW	UNITED STATES	2012-04-01 06:00:00	-0600	48.1603	-90.8842	0.0
213463	HALSTAD	UNITED STATES	2012-04-01 06:00:00	-0600	47.3522	-96.8332	0.0
213863	HOLYOKE	UNITED STATES	2012-04-01 06:00:00	-0600	46.4675	-92.3903	0.0
213965	HUTCHINSON 2	UNITED STATES	2012-04-01 06:00:00	-0600	44.8978	-94.3719	0.0
214026	INTERNATIONAL FALLS INTL AP	UNITED STATES	2012-04-01 06:00:00	-0600	48.5614	-93.3981	0.0
214418	LA CRESCENT DAM 7	UNITED STATES	2012-04-01 06:00:00	-0600	43.8657	-91.31	0.0
214453	LAKEFIELD 2NE	UNITED STATES	2012-04-01 06:00:00	-0600	43.7022	-95.1519	0.0
214652	LEECH LAKE	UNITED STATES	2012-04-01 06:00:00	-0600	47.2467	-94.2228	0.0
214721	LE SUEUR	UNITED STATES	2012-04-01 06:00:00	-0600	44.4698	-93.9025	0.0
214793	LITTLE FALLS 2NNE	UNITED STATES	2012-04-01 06:00:00	-0600	46.0039	-94.345	0.0
214937	LUVERNE	UNITED STATES	2012-04-01 06:00:00	-0600	43.6658	-96.2022	0.0
215435	MINNEAPOLIS ST PAUL INTL AP	UNITED STATES	2012-04-01 06:00:00	-0600	44.8831	-93.2289	0.0
215441	MINNEAPOLIS CRYSTAL AIRPORT	UNITED STATES	2012-04-01 06:00:00	-0600	45.06194	-93.35083	0.0
215443	MINNEAPOLIS FLYING CLOUD AIRPORT	UNITED STATES	2012-04-01 06:00:00	-0600	44.8321	-93.4705	0.0
215987	NORTHFIELD 2NNE	UNITED STATES	2012-04-01 06:00:00	-0600	44.4753	-93.1486	0.0
216166	ONAMIA RANGER STATION	UNITED STATES	2012-04-01 06:00:00	-0600	46.06773	-93.66663	0.0
216211	ORR 3E	UNITED STATES	2012-04-01 06:00:00	-0600	48.0508	-92.7636	0.0
216228	ORWELL DAM	UNITED STATES	2012-04-01 06:00:00	-0600	46.2154	-96.178	0.0
216612	POKEGAMA DAM	UNITED STATES	2012-04-01 06:00:00	-0600	47.2508	-93.5861	0.0
216795	REDBY	UNITED STATES	2012-04-01 06:00:00	-0600	47.88333	-94.91667	0.0
216822	RED WING DAM 3	UNITED STATES	2012-04-01 06:00:00	-0600	44.6103	-92.6101	0.0
216841	REDWOOD FALLS MUNICIPAL AIRPORT	UNITED STATES	2012-04-01 06:00:00	-0600	44.5483	-95.0804	0.0
217004	ROCHESTER	UNITED STATES	2012-04-01 06:00:00	-0600	44	-92.45	0.0
217184	RUSHFORD	UNITED STATES	2012-04-01 06:00:00	-0600	43.8052	-91.7501	0.0
217294	ST. CLOUD	UNITED STATES	2012-04-01 06:00:00	-0600	45.55	-94.133333	0.0
217370	ST PAUL DOWNTOWN AIRPORT	UNITED STATES	2012-04-01 06:00:00	-0600	44.93194	-93.05556	0.0
217460	SANDY LAKE DAM LIBBY	UNITED STATES	2012-04-01 06:00:00	-0600	46.7953	-93.3211	0.0
217602	SHERBURN 2 E	UNITED STATES	2012-04-01 06:00:00	-0600	43.65	-94.7	0.0
217907	SPRINGFIELD 1 NW	UNITED STATES	2012-04-01 06:00:00	-0600	44.247	-94.9865	0.0
217917	SPRING GROVE 4N	UNITED STATES	2012-04-01 06:00:00	-0600	43.6125	-91.6222	0.0
217941	SPRING VALLEY	UNITED STATES	2012-04-01 06:00:00	-0600	43.6933	-92.3926	0.0
218235	THIEF LAKE REFUGE	UNITED STATES	2012-04-01 06:00:00	-0600	48.4882	-95.9496	0.0
218280	TOFTE RANGER STATION	UNITED STATES	2012-04-01 06:00:00	-0600	47.5681	-90.85	0.0
218323	TRACY	UNITED STATES	2012-04-01 06:00:00	-0600	44.2394	-95.6308	0.0
218411	TWIN VALLEY 3 SW	UNITED STATES	2012-04-01 06:00:00	-0600	47.2272	-96.2986	0.0
218613	WALES 2E	UNITED STATES	2012-04-01 06:00:00	-0600	47.2561	-91.7017	0.0
218621	WALKER RANGER STATION	UNITED STATES	2012-04-01 06:00:00	-0600	47.0998	-94.5724	0.0
218679	WARROAD	UNITED STATES	2012-04-01 06:00:00	-0600	48.8947	-95.3303	0.0
218729	WATSON 1 NE	UNITED STATES	2012-04-01 06:00:00	-0600	45.0227	-95.7896	0.0
218947	WHITE ROCK DAM	UNITED STATES	2012-04-01 06:00:00	-0600	45.8619	-96.565	0.0
219001	WILLMAR 5N	UNITED STATES	2012-04-01 06:00:00	-0600	45.1901	-95.0586	0.0
219059	WINNIBIGOSHISH DAM	UNITED STATES	2012-04-01 06:00:00	-0600	47.4306	-94.0586	0.0
219170	WORTHINGTON 2 NNE	UNITED STATES	2012-04-01 06:00:00	-0600	43.6449	-95.5802	0.0
220021	ABERDEEN	UNITED STATES	2012-04-01 06:00:00	-0600	33.83	-88.5213	0.0
220237	ARKABUTLA DAM	UNITED STATES	2012-04-01 06:00:00	-0600	34.7803	-90.1153	0.0
220797	BILOXI 9 WNW	UNITED STATES	2012-04-01 06:00:00	-0600	30.4375	-89.0277	0.0
220955	BOONEVILLE	UNITED STATES	2012-04-01 06:00:00	-0600	34.6345	-88.5622	0.0
221094	BROOKHAVEN CITY	UNITED STATES	2012-04-01 06:00:00	-0600	31.5447	-90.458	0.0
221314	CALHOUN CITY	UNITED STATES	2012-04-01 06:00:00	-0600	33.8591	-89.3135	0.0
221389	CANTON 4N	UNITED STATES	2012-04-01 06:00:00	-0600	32.6713	-90.0361	0.0
221707	CLARKSDALE	UNITED STATES	2012-04-01 06:00:00	-0600	34.1864	-90.5573	0.0
221852	COLLINS	UNITED STATES	2012-04-01 06:00:00	-0600	31.6419	-89.5572	0.0
221865	COLUMBIA	UNITED STATES	2012-04-01 06:00:00	-0600	31.2502	-89.8361	0.0
221900	CONEHATTA 1 NE	UNITED STATES	2012-04-01 06:00:00	-0600	32.4565	-89.2691	0.0
221962	CORINTH 7 SW	UNITED STATES	2012-04-01 06:00:00	-0600	34.8791	-88.6177	0.0
222658	EDINBURG	UNITED STATES	2012-04-01 06:00:00	-0600	32.7994	-89.3366	0.0
222773	ENID DAM	UNITED STATES	2012-04-01 06:00:00	-0600	34.1606	-89.902	0.0
222870	ETHEL	UNITED STATES	2012-04-01 06:00:00	-0600	33.1169	-89.4719	0.0
222896	EUPORA 2 E	UNITED STATES	2012-04-01 06:00:00	-0600	33.5627	-89.2358	0.0
223608	GREENVILLE ASOS	UNITED STATES	2012-04-01 06:00:00	-0600	33.4825	-90.98528	0.0
223619	GREENWOOD 2	UNITED STATES	2012-04-01 06:00:00	-0600	33.5222	-90.1758	0.0
223627	GREENWOOD MUNICIPAL AP	UNITED STATES	2012-04-01 06:00:00	-0600	33.5	-90.2	0.0
223650	GRENADA DAM	UNITED STATES	2012-04-01 06:00:00	-0600	33.8055	-89.7713	0.0
223666	GULFPORT - BILOXI AIRPORT	UNITED STATES	2012-04-01 06:00:00	-0600	30.4119	-89.0808	0.0
223895	HATTIESBURG CHAIN MUNICIPAL AP	UNITED STATES	2012-04-01 06:00:00	-0600	31.28194	-89.25306	0.0
223920	HAZLEHURST 5 SW	UNITED STATES	2012-04-01 06:00:00	-0600	31.8327	-90.4541	0.0
224001	HICKORY FLAT	UNITED STATES	2012-04-01 06:00:00	-0600	34.6189	-89.1912	0.0
224173	HOLLY SPRINGS 4 N	UNITED STATES	2012-04-01 06:00:00	-0600	34.8219	-89.4347	0.0
224265	HOUSTON	UNITED STATES	2012-04-01 06:00:00	-0600	33.8848	-88.9866	0.0
224469	JACKSON HAWKINS FIELD	UNITED STATES	2012-04-01 06:00:00	-0600	32.33667	-90.22139	0.0
224472	JACKSON INTL AP	UNITED STATES	2012-04-01 06:00:00	-0600	32.3205	-90.0777	0.0
224778	KOSCIUSKO 13 SE	UNITED STATES	2012-04-01 06:00:00	-0600	32.9841	-89.3897	0.0
224966	LEAKESVILLE	UNITED STATES	2012-04-01 06:00:00	-0600	31.1494	-88.555	0.0
225361	MACON 3N	UNITED STATES	2012-04-01 06:00:00	-0600	33.1544	-88.5586	0.0
225614	MCCOMB/PIKE COUNTY/JOHN E LEWIS FIELD AP	UNITED STATES	2012-04-01 06:00:00	-0600	31.1827	-90.4708	0.0
225776	MERIDIAN KEY FIELD	UNITED STATES	2012-04-01 06:00:00	-0600	32.3347	-88.7442	0.0
226084	MOUNT PLEASANT 4SW	UNITED STATES	2012-04-01 06:00:00	-0600	34.8894	-89.6041	0.0
226177	NATCHEZ	UNITED STATES	2012-04-01 06:00:00	-0600	31.589	-91.3409	0.0
226400	NOXAPATER 1N	UNITED STATES	2012-04-01 06:00:00	-0600	33.0044	-89.063	0.0
226714	PASCAGOULA LOTT INTL AP	UNITED STATES	2012-04-01 06:00:00	-0600	30.46361	-88.53194	0.0
226718	PASCAGOULA 3 NE	UNITED STATES	2012-04-01 06:00:00	-0600	30.3961	-88.478	0.0
226816	PELAHATCHIE 3 E	UNITED STATES	2012-04-01 06:00:00	-0600	32.3211	-89.7469	0.0
227132	PORT GIBSON 1 NE	UNITED STATES	2012-04-01 06:00:00	-0600	31.985	-90.9719	0.0
227220	PURVIS 2N	UNITED STATES	2012-04-01 06:00:00	-0600	31.1775	-89.4155	0.0
227276	RALEIGH 6N	UNITED STATES	2012-04-01 06:00:00	-0600	32.1432	-89.5524	0.0
227467	RIPLEY	UNITED STATES	2012-04-01 06:00:00	-0600	34.7398	-88.9515	0.0
227560	ROLLING FORK	UNITED STATES	2012-04-01 06:00:00	-0600	32.8977	-90.8852	0.0
227815	SARDIS DAM	UNITED STATES	2012-04-01 06:00:00	-0600	34.3961	-89.7902	0.0
227820	SAREPTA 1 NNE	UNITED STATES	2012-04-01 06:00:00	-0600	34.1207	-89.2943	0.0
227840	SAUCIER EXP FOREST	UNITED STATES	2012-04-01 06:00:00	-0600	30.6263	-89.0549	0.0
228053	SHUBUTA	UNITED STATES	2012-04-01 06:00:00	-0600	31.8605	-88.6963	0.0
228374	STATE UNIVERSITY	UNITED STATES	2012-04-01 06:00:00	-0600	33.4691	-88.7822	0.0
228445	STONEVILLE EXP STA	UNITED STATES	2012-04-01 06:00:00	-0600	33.4311	-90.9108	0.0
229003	TUPELO REGIONAL AP	UNITED STATES	2012-04-01 06:00:00	-0600	34.2622	-88.7713	0.0
229048	TYLERTOWN  5ESE	UNITED STATES	2012-04-01 06:00:00	-0600	31.08	-90.06028	0.0
229079	UNIVERSITY	UNITED STATES	2012-04-01 06:00:00	-0600	34.3726	-89.5308	0.0
229230	VICKSBURG CITY	UNITED STATES	2012-04-01 06:00:00	-0600	32.385	-90.8752	0.0
229617	WHITE SAND	UNITED STATES	2012-04-01 06:00:00	-0600	30.7975	-89.6891	0.0
229648	WIGGINS RANGER STA	UNITED STATES	2012-04-01 06:00:00	-0600	30.8499	-89.1572	0.0
229860	YAZOO CITY 5 NNE	UNITED STATES	2012-04-01 06:00:00	-0600	32.9027	-90.3816	0.0
230022	ADVANCE 1 S	UNITED STATES	2012-04-01 06:00:00	-0600	37.0955	-89.9161	0.0
230204	APPLETON CITY	UNITED STATES	2012-04-01 06:00:00	-0600	38.1872	-94.0283	0.0
230789	BOLIVAR 1 NE	UNITED STATES	2012-04-01 06:00:00	-0600	37.6164	-93.3914	0.0
231283	CAP AU GRIS LOCK & DAM 25	UNITED STATES	2012-04-01 06:00:00	-0600	39.003	-90.6886	0.0
231289	CAPE GIRARDEAU MUNICIPAL AP	UNITED STATES	2012-04-01 06:00:00	-0600	37.2252	-89.5705	0.0
231383	CASSVILLE	UNITED STATES	2012-04-01 06:00:00	-0600	36.68744	-93.86952	0.0
231600	CLARENCE CANNON DAM	UNITED STATES	2012-04-01 06:00:00	-0600	39.5332	-91.6452	0.0
231640	CLARKSVILLE L&D 24	UNITED STATES	2012-04-01 06:00:00	-0600	39.3737	-90.9058	0.0
231674	CLEARWATER DAM	UNITED STATES	2012-04-01 06:00:00	-0600	37.1319	-90.7755	0.0
231711	CLINTON	UNITED STATES	2012-04-01 06:00:00	-0600	38.395	-93.7711	0.0
231791	COLUMBIA REGIONAL AP	UNITED STATES	2012-04-01 06:00:00	-0600	38.8169	-92.2183	0.0
232302	DORA 1N	UNITED STATES	2012-04-01 06:00:00	-0600	36.79	-92.2193	0.0
232318	DOWNING	UNITED STATES	2012-04-01 06:00:00	-0600	40.4906	-92.3705	0.0
232331	DREXEL	UNITED STATES	2012-04-01 06:00:00	-0600	38.4766	-94.6102	0.0
232568	ELM	UNITED STATES	2012-04-01 06:00:00	-0600	38.868	-94.0352	0.0
232809	FARMINGTON	UNITED STATES	2012-04-01 06:00:00	-0600	37.8	-90.41667	0.0
233079	FULTON	UNITED STATES	2012-04-01 06:00:00	-0600	38.8484	-91.9421	0.0
233219	GLADSTONE	UNITED STATES	2012-04-01 06:00:00	-0600	39.1753	-94.5937	0.0
233375	GRANT CITY 5WSW	UNITED STATES	2012-04-01 06:00:00	-0600	40.464	-94.4978	0.0
233601	HANNIBAL WATER WORKS	UNITED STATES	2012-04-01 06:00:00	-0600	39.7233	-91.3719	0.0
233999	HORNERSVILLE	UNITED STATES	2012-04-01 06:00:00	-0600	36.0452	-90.1492	0.0
234271	JEFFERSON CITY WTR PL	UNITED STATES	2012-04-01 06:00:00	-0600	38.5854	-92.1824	0.0
234273	JEFFERSON BARRACKS	UNITED STATES	2012-04-01 06:00:00	-0600	38.5038	-90.28	0.0
234315	JOPLIN REGIONAL  AIRPORT	UNITED STATES	2012-04-01 06:00:00	-0600	37.15221	-94.49527	0.0
234358	KANSAS CITY INTL AP	UNITED STATES	2012-04-01 06:00:00	-0600	39.2972	-94.7306	0.0
234359	KANSAS CITY DOWNTOWN AP	UNITED STATES	2012-04-01 06:00:00	-0600	39.1208	-94.5969	0.0
234387	KEARNEY 2E	UNITED STATES	2012-04-01 06:00:00	-0600	39.361	-94.3375	0.0
234544	KIRKSVILLE	UNITED STATES	2012-04-01 06:00:00	-0600	40.2057	-92.5748	0.0
234825	LEBANON 2W	UNITED STATES	2012-04-01 06:00:00	-0600	37.6849	-92.6936	0.0
234919	LICKING 4N	UNITED STATES	2012-04-01 06:00:00	-0600	37.5544	-91.883	0.0
235027	LOCKWOOD	UNITED STATES	2012-04-01 06:00:00	-0600	37.39088	-93.94905	0.0
235050	LONG BRANCH RESERVOIR	UNITED STATES	2012-04-01 06:00:00	-0600	39.7505	-92.5065	0.0
235130	LURAY 2 N	UNITED STATES	2012-04-01 06:00:00	-0600	40.4869	-91.8764	0.0
235207	MALDEN MUNICIPAL AP	UNITED STATES	2012-04-01 06:00:00	-0600	36.5994	-89.9894	0.0
235298	MARSHALL	UNITED STATES	2012-04-01 06:00:00	-0600	39.1341	-93.2225	0.0
235302	MARSHFIELD F&P	UNITED STATES	2012-04-01 06:00:00	-0600	37.3267	-92.8818	0.0
235562	MIDDLETOWN	UNITED STATES	2012-04-01 06:00:00	-0600	39.1244	-91.4141	0.0
235594	MILLER	UNITED STATES	2012-04-01 06:00:00	-0600	37.20933	-93.83662	0.0
235671	MOBERLY AIRPORT	UNITED STATES	2012-04-01 06:00:00	-0600	39.46667	-92.41667	0.0
235834	MOUNTAIN GROVE 2 N	UNITED STATES	2012-04-01 06:00:00	-0600	37.1542	-92.2617	0.0
235987	NEVADA WATER PLANT	UNITED STATES	2012-04-01 06:00:00	-0600	37.8395	-94.374	0.0
236012	NEW FRANKLIN 1W	UNITED STATES	2012-04-01 06:00:00	-0600	39.0172	-92.7558	0.0
236357	OREGON	UNITED STATES	2012-04-01 06:00:00	-0600	39.9807	-95.1465	0.0
236402	OSCEOLA	UNITED STATES	2012-04-01 06:00:00	-0600	38.0492	-93.70385	0.0
236460	OZARK BEACH	UNITED STATES	2012-04-01 06:00:00	-0600	36.6745	-93.1076	0.0
236563	PATTONSBURG 2S	UNITED STATES	2012-04-01 06:00:00	-0600	40.0147	-94.1294	0.0
236777	POMME DE TERRE DAM	UNITED STATES	2012-04-01 06:00:00	-0600	37.90495	-93.31678	0.0
236826	POTOSI 4 SW	UNITED STATES	2012-04-01 06:00:00	-0600	37.8958	-90.8411	0.0
237116	RICHMOND 3S	UNITED STATES	2012-04-01 06:00:00	-0600	39.2422	-93.97	0.0
237130	RIDGEWAY	UNITED STATES	2012-04-01 06:00:00	-0600	40.3808	-93.9308	0.0
237263	ROLLA MISSOURI S&T	UNITED STATES	2012-04-01 06:00:00	-0600	37.9567	-91.7762	0.0
237300	ROSEBUD	UNITED STATES	2012-04-01 06:00:00	-0600	38.4509	-91.3753	0.0
237435	ST JOSEPH ROSECRANS MEMORIAL AP	UNITED STATES	2012-04-01 06:00:00	-0600	39.7736	-94.9233	0.0
237452	ST LOUIS SCIENCE CENTER	UNITED STATES	2012-04-01 06:00:00	-0600	38.6291	-90.2706	0.0
237455	ST LOUIS LAMBERT INTL AP	UNITED STATES	2012-04-01 06:00:00	-0600	38.7525	-90.3736	0.0
237506	SALEM	UNITED STATES	2012-04-01 06:00:00	-0600	37.633	-91.5363	0.0
237656	SENECA 1N	UNITED STATES	2012-04-01 06:00:00	-0600	36.8497	-94.6109	0.0
237862	SMITHVILLE LAKE	UNITED STATES	2012-04-01 06:00:00	-0600	39.3903	-94.5553	0.0
237976	SPRINGFIELD WSO AP	UNITED STATES	2012-04-01 06:00:00	-0600	37.23985	-93.39007	0.0
237979	SPRINGFIELD WFO	UNITED STATES	2012-04-01 06:00:00	-0600	37.2355	-93.4013	0.0
238003	STANBERRY	UNITED STATES	2012-04-01 06:00:00	-0600	40.2199	-94.5444	0.0
238051	STEFFENVILLE	UNITED STATES	2012-04-01 06:00:00	-0600	39.9701	-91.8874	0.0
238082	STOCKTON DAM	UNITED STATES	2012-04-01 06:00:00	-0600	37.6968	-93.7725	0.0
238223	SWEET SPRINGS	UNITED STATES	2012-04-01 06:00:00	-0600	38.9663	-93.4195	0.0
238252	TABLE ROCK DAM	UNITED STATES	2012-04-01 06:00:00	-0600	36.59375	-93.31177	0.0
238292	TARKIO #2	UNITED STATES	2012-04-01 06:00:00	-0600	40.4373	-95.3866	0.0
238466	TRUMAN DAM & RESERVOIR	UNITED STATES	2012-04-01 06:00:00	-0600	38.25974	-93.41358	0.0
238524	UNITY VILLAGE	UNITED STATES	2012-04-01 06:00:00	-0600	38.9482	-94.397	0.0
238609	VIBURNUM	UNITED STATES	2012-04-01 06:00:00	-0600	37.7109	-91.1336	0.0
238614	VICHY ROLLA NATL AP	UNITED STATES	2012-04-01 06:00:00	-0600	38.1318	-91.76461	0.0
238620	VIENNA 2 WNW	UNITED STATES	2012-04-01 06:00:00	-0600	38.2016	-91.9811	0.0
238700	WAPPAPELLO DAM	UNITED STATES	2012-04-01 06:00:00	-0600	36.923	-90.2836	0.0
238712	WARRENSBURG 4NW	UNITED STATES	2012-04-01 06:00:00	-0600	38.7841	-93.8008	0.0
238746	WASHINGTON	UNITED STATES	2012-04-01 06:00:00	-0600	38.5416	-90.9752	0.0
238827	WENTZVILLE	UNITED STATES	2012-04-01 06:00:00	-0600	38.8127	-90.8561	0.0
238880	WEST PLAINS	UNITED STATES	2012-04-01 06:00:00	-0600	36.72667	-91.87357	0.0
239056	WINONA 3 SW	UNITED STATES	2012-04-01 06:00:00	-0600	36.97877	-91.38456	0.0
250075	ALBION 7W	UNITED STATES	2012-04-01 06:00:00	-0600	41.6833	-98.1302	0.0
250180	AMELIA	UNITED STATES	2012-04-01 06:00:00	-0600	42.2342	-98.9155	0.0
250245	ANSELMO 2 SE	UNITED STATES	2012-04-01 06:00:00	-0600	41.5975	-99.8258	0.0
250435	AUBURN 5 NNE	UNITED STATES	2012-04-01 06:00:00	-0600	40.45	-95.8	0.0
250580	BASSETT	UNITED STATES	2012-04-01 06:00:00	-0600	42.5829	-99.5397	0.0
250622	BEATRICE 1N	UNITED STATES	2012-04-01 06:00:00	-0600	40.2994	-96.75	0.0
250781	BENNINGTON 3WSW	UNITED STATES	2012-04-01 06:00:00	-0600	41.3536	-96.2094	0.0
251205	BROKEN BOW NO 2	UNITED STATES	2012-04-01 06:00:00	-0600	41.4027	-99.6322	0.0
251345	BURWELL	UNITED STATES	2012-04-01 06:00:00	-0600	41.7769	-99.1433	0.0
251450	CANADAY STEAM PLANT	UNITED STATES	2012-04-01 06:00:00	-0600	40.6944	-99.7008	0.0
251776	COLERIDGE	UNITED STATES	2012-04-01 06:00:00	-0600	42.5055	-97.2086	0.0
252010	CRESTON	UNITED STATES	2012-04-01 06:00:00	-0600	41.7063	-97.3637	0.0
252020	CRETE 4ESE	UNITED STATES	2012-04-01 06:00:00	-0600	40.6092	-96.872	0.0
252049	CROFTON 8N	UNITED STATES	2012-04-01 06:00:00	-0600	42.8455	-97.4733	0.0
252100	CURTIS 3NNE	UNITED STATES	2012-04-01 06:00:00	-0600	40.6741	-100.4936	0.0
252205	DAVID CITY	UNITED STATES	2012-04-01 06:00:00	-0600	41.2491	-97.1327	0.0
252225	DAWSON 3ENE	UNITED STATES	2012-04-01 06:00:00	-0600	40.1377	-95.7786	0.0
252433	DU BOIS 1NNW	UNITED STATES	2012-04-01 06:00:00	-0600	40.0411	-96.0499	0.0
252560	EDISON	UNITED STATES	2012-04-01 06:00:00	-0600	40.2763	-99.7836	0.0
252655	ELM CREEK 1 SSW	UNITED STATES	2012-04-01 06:00:00	-0600	40.6997	-99.38	0.0
253037	FRANKLIN #2	UNITED STATES	2012-04-01 06:00:00	-0600	40.0952	-98.945	0.0
253185	GENOA 2 W	UNITED STATES	2012-04-01 06:00:00	-0600	41.4513	-97.7644	0.0
253395	GRAND ISLAND CENTRAL NE REGIONAL AP	UNITED STATES	2012-04-01 06:00:00	-0600	40.9611	-98.3136	0.0
253469	GRETNA 3ESE	UNITED STATES	2012-04-01 06:00:00	-0600	41.13	-96.1988	0.0
253595	HARLAN COUNTY LAKE	UNITED STATES	2012-04-01 06:00:00	-0600	40.0892	-99.2133	0.0
253690	HAYES CENTER 1NW	UNITED STATES	2012-04-01 06:00:00	-0600	40.5232	-101.0345	0.0
253737	HEBRON #2	UNITED STATES	2012-04-01 06:00:00	-0600	40.1497	-97.5864	0.0
253804	HERMAN 4WSW	UNITED STATES	2012-04-01 06:00:00	-0600	41.6666	-96.2597	0.0
254795	LINCOLN AIRPORT	UNITED STATES	2012-04-01 06:00:00	-0600	40.8508	-96.7475	0.0
255040	LYNCH	UNITED STATES	2012-04-01 06:00:00	-0600	42.8294	-98.4583	0.0
255112	MALMO 1 E	UNITED STATES	2012-04-01 06:00:00	-0600	41.2629	-96.6945	0.0
255312	MC COOK #2	UNITED STATES	2012-04-01 06:00:00	-0600	40.2161	-100.6301	0.0
255995	NORFOLK KARL STEFAN MEMORIAL AP	UNITED STATES	2012-04-01 06:00:00	-0600	41.9855	-97.4352	0.0
